wave flux npix
#quasar composite spectrum of z>6.5 quasars. Yang et al. 2021
#columns: 1) wavelength; 2) flux; 3) number of quasar spectra used for each pixel
1324.5 1.1955598087300903 23
1325.5 1.179371518862869 23
1326.5 1.158906228607996 23
1327.5 1.2735660411056728 23
1328.5 1.1237032221779526 23
1329.5 1.1675800353842098 23
1330.5 1.2356944180712723 23
1331.5 1.2614283894603304 23
1332.5 1.1668511553925593 23
1333.5 1.2412472539793704 23
1334.5 1.2675695345603695 23
1335.5 1.2325110752674222 23
1336.5 1.1502952825991393 23
1337.5 1.1158306287901267 23
1338.5 1.1856359425025467 23
1339.5 1.2289497406501029 23
1340.5 1.1470249768382244 23
1341.5 1.1901818243789088 23
1342.5 1.1406467793392734 23
1343.5 1.1915448550804535 23
1344.5 1.1307037113669876 23
1345.5 1.1868717462927276 24
1346.5 1.1957534459556105 24
1347.5 1.2083769759660856 24
1348.5 1.0447783958975716 23
1349.5 1.159497471442927 24
1350.5 1.1372321211323766 24
1351.5 1.050900313606499 24
1352.5 1.1341646604962734 25
1353.5 1.08229295852446 25
1354.5 1.1262064869573158 25
1355.5 1.1414521400163526 25
1356.5 1.1727979685462078 25
1357.5 1.079743099904427 25
1358.5 1.1053883298459524 24
1359.5 1.1611266473646134 26
1360.5 1.1182970425336836 26
1361.5 1.1759027069287966 26
1362.5 1.1186469192039854 26
1363.5 1.1807713353066291 26
1364.5 1.1207102606362058 26
1365.5 1.111831766933284 26
1366.5 1.1798031462322376 26
1367.5 1.1631343476408629 26
1368.5 1.268000277805311 26
1369.5 1.244202543370005 26
1370.5 1.2296304604715393 26
1371.5 1.1259120328741803 26
1372.5 1.1876829394818214 26
1373.5 1.1649820049217 27
1374.5 1.2227855354892223 28
1375.5 1.1775575908940412 28
1376.5 1.2233831067655878 28
1377.5 1.2547951039025416 27
1378.5 1.2236761691942553 28
1379.5 1.248135587548831 28
1380.5 1.226583749791904 28
1381.5 1.2806003363873262 27
1382.5 1.261638624183322 28
1383.5 1.283450935955035 28
1384.5 1.3161324590109729 29
1385.5 1.304708884684873 29
1386.5 1.334247076438063 29
1387.5 1.294369312606534 30
1388.5 1.35250175119809 29
1389.5 1.3770757241021303 30
1390.5 1.3627291506872337 30
1391.5 1.322240180556872 30
1392.5 1.3970392242035405 29
1393.5 1.4318281417616177 31
1394.5 1.3921506945117355 31
1395.5 1.3736314877838454 32
1396.5 1.3402474369492463 32
1397.5 1.3502070329245837 32
1398.5 1.359617278478901 32
1399.5 1.472727894288816 32
1400.5 1.3770629000293586 32
1401.5 1.4297553111340604 32
1402.5 1.3821030455511605 32
1403.5 1.3201907763736256 32
1404.5 1.2964810569282723 32
1405.5 1.325875715735568 32
1406.5 1.233608302673947 32
1407.5 1.1750893936960074 32
1408.5 1.1355434537036395 32
1409.5 1.1681475645619388 31
1410.5 1.172613885842162 32
1411.5 1.1300341756314447 32
1412.5 1.1900057412830805 32
1413.5 1.1608117542242593 32
1414.5 1.0806041388304113 32
1415.5 1.108687031487944 31
1416.5 1.1356744278609137 32
1417.5 1.134837054679001 32
1418.5 1.1051926841763429 32
1419.5 1.0739344651580267 32
1420.5 1.1051926806384977 32
1421.5 1.0829120670688837 32
1422.5 1.0536022999253876 32
1423.5 1.0799501267285831 31
1424.5 1.0648777276017105 31
1425.5 1.0864885786686735 31
1426.5 1.0563901141820349 31
1427.5 1.0204452717276007 31
1428.5 1.0632691192813617 31
1429.5 1.0566437019675161 31
1430.5 1.0549214094364106 31
1431.5 1.0363705053238452 31
1432.5 1.0017566693897828 31
1433.5 1.0466660394575744 31
1434.5 1.0297926037874325 31
1435.5 1.014150048459928 31
1436.5 1.0262605469985437 29
1437.5 1.012254397519136 30
1438.5 0.9929323644819935 31
1439.5 0.9957209528152663 31
1440.5 1.0264694922068323 30
1441.5 0.9927966734215701 31
1442.5 1.0083609135865919 31
1443.5 0.9671883813520532 31
1444.5 1.0150616147595044 31
1445.5 1.0091082638576327 31
1446.5 1.03688315318922 31
1447.5 0.95828437804637 31
1448.5 1.0112820672876457 31
1449.5 0.9636342576920329 31
1450.5 1.0311273688330234 31
1451.5 1.0263721495116291 31
1452.5 1.0380984489179363 31
1453.5 1.0356562363913666 31
1454.5 1.0492172109893658 31
1455.5 0.9979925395653545 31
1456.5 1.0670074632091646 31
1457.5 1.0365083460323938 31
1458.5 1.0144082460320254 29
1459.5 0.9917111327928231 31
1460.5 1.0014829091258377 31
1461.5 1.0712251187472743 31
1462.5 1.030549091041998 31
1463.5 1.0108744883376963 31
1464.5 1.0071174293654084 31
1465.5 1.0116056875248352 31
1466.5 1.0256722614055627 31
1467.5 1.0259626665462547 31
1468.5 1.0198041294607632 31
1469.5 0.9832915481947326 31
1470.5 1.0169973723298673 31
1471.5 1.0364238369259573 31
1472.5 1.018789471907587 31
1473.5 1.0117246978388943 31
1474.5 0.9830055572621486 31
1475.5 1.0535703488317192 31
1476.5 1.0206701673255465 31
1477.5 0.98877993049835 30
1478.5 1.022100751812886 30
1479.5 1.0241043244864092 29
1480.5 1.0376311440368184 29
1481.5 1.0576067003308967 30
1482.5 1.0621789155208528 28
1483.5 1.0731186132299821 28
1484.5 1.041906038543137 29
1485.5 1.0818193760477401 29
1486.5 1.0918394190451461 29
1487.5 1.033614892901555 29
1488.5 1.0519324648327375 29
1489.5 1.0413900082507683 29
1490.5 1.027771744769771 29
1491.5 1.092640026434028 29
1492.5 1.071768438222676 29
1493.5 1.042603020390314 29
1494.5 1.0666057671211533 29
1495.5 1.0464097392828955 28
1496.5 1.1063891917508144 30
1497.5 1.140592705423578 30
1498.5 1.120835601237132 30
1499.5 1.1122079589437823 30
1500.5 1.0920833964796568 31
1501.5 1.1689183892136032 31
1502.5 1.1325238470090635 32
1503.5 1.1259072831605184 31
1504.5 1.1418063651217412 31
1505.5 1.102679411610495 32
1506.5 1.2067990257480596 31
1507.5 1.1528353461894314 31
1508.5 1.1848025826121542 32
1509.5 1.1370951917749872 32
1510.5 1.1861518991396223 32
1511.5 1.176126340346679 31
1512.5 1.1757893546912241 31
1513.5 1.166750058812673 32
1514.5 1.1693223300945252 32
1515.5 1.222144227217246 33
1516.5 1.2241825565677715 33
1517.5 1.2136467296299218 33
1518.5 1.2149077083980249 32
1519.5 1.2425560248189114 33
1520.5 1.2602796305471062 33
1521.5 1.2603691420935557 35
1522.5 1.2868240948295382 35
1523.5 1.2751484055710824 35
1524.5 1.2718627127477684 35
1525.5 1.304112610636288 35
1526.5 1.3566463437549927 34
1527.5 1.3417097280480887 34
1528.5 1.3453089150634598 34
1529.5 1.3369965931071317 33
1530.5 1.3767850802639525 34
1531.5 1.356293635640896 35
1532.5 1.3702565823475428 31
1533.5 1.4162461221022995 32
1534.5 1.4399698242883183 34
1535.5 1.4685188360794132 36
1536.5 1.5191349013776079 36
1537.5 1.4866642646422854 36
1538.5 1.5676357726013865 36
1539.5 1.5415275805213406 36
1540.5 1.5522445352698453 34
1541.5 1.543035040833226 34
1542.5 1.5374014231272162 35
1543.5 1.5535258638145888 35
1544.5 1.4857966786419277 35
1545.5 1.5113047371109074 34
1546.5 1.4291426379712124 36
1547.5 1.4692741209568123 37
1548.5 1.490433903920873 37
1549.5 1.5160598840058246 35
1550.5 1.4369332664074914 36
1551.5 1.4427140773646063 36
1552.5 1.3870997514718602 35
1553.5 1.2726260206115754 35
1554.5 1.2522118566560256 36
1555.5 1.2648137963620973 36
1556.5 1.1809890332675947 35
1557.5 1.2133933175761702 36
1558.5 1.1454351018784203 36
1559.5 1.1357665537026906 36
1560.5 1.1339390591505973 37
1561.5 1.1160429318608802 36
1562.5 1.0770035946390744 36
1563.5 1.0702175025726288 37
1564.5 1.083295274223325 37
1565.5 1.0575507097359376 37
1566.5 1.0756416056193194 37
1567.5 1.0455630600615688 37
1568.5 1.0646443692023397 34
1569.5 1.05548967621863 36
1570.5 1.0356874004461876 36
1571.5 1.0768969515029958 36
1572.5 1.0459754445351002 35
1573.5 1.017943727151673 35
1574.5 1.0265695126873393 35
1575.5 1.0165101441586049 36
1576.5 1.0595861847617243 37
1577.5 0.9743228810699709 37
1578.5 1.0349584923955144 36
1579.5 1.0214061482833623 37
1580.5 1.0397903066178504 37
1581.5 1.0127171298629563 36
1582.5 1.0073018402781972 36
1583.5 1.0108608014340594 37
1584.5 1.025045184510018 37
1585.5 0.9889587045959546 37
1586.5 1.0182504724418986 34
1587.5 1.019489874627951 34
1588.5 0.9873429112406266 35
1589.5 0.9960180367026554 34
1590.5 0.9690483749912542 34
1591.5 0.9855129170095525 34
1592.5 1.0023789106206917 33
1593.5 1.0136710940317009 33
1594.5 0.9615949534035333 33
1595.5 0.9804723430451917 32
1596.5 1.0071151118756005 34
1597.5 1.019548570069711 34
1598.5 1.0360028136314772 34
1599.5 0.9830870570621997 34
1600.5 1.0142463413646836 35
1601.5 1.0205077670432594 35
1602.5 1.0068025539207623 35
1603.5 1.0139568371470675 34
1604.5 0.9984184151053418 34
1605.5 1.0193948502452486 34
1606.5 1.01368758181141 34
1607.5 0.9803490677217656 34
1608.5 1.0448223197255246 33
1609.5 1.021229711642572 34
1610.5 1.017773488024658 34
1611.5 1.0100058998248027 34
1612.5 1.012673806607124 33
1613.5 1.0260908580703445 34
1614.5 0.9896334652888573 34
1615.5 1.0048808533069553 34
1616.5 0.9922944576884583 34
1617.5 1.0055231124384354 34
1618.5 0.9940197908819841 34
1619.5 0.9945736184790103 34
1620.5 0.9785124105725094 34
1621.5 0.973267045041208 34
1622.5 1.0052316457914998 34
1623.5 1.0064290079052425 34
1624.5 0.9957694865488246 34
1625.5 1.0007871096491636 34
1626.5 1.014156038980412 34
1627.5 0.9969016829189195 34
1628.5 0.9894210917669821 34
1629.5 1.003990896698169 34
1630.5 1.0200359965290542 34
1631.5 0.9870470980302674 34
1632.5 1.009512809180369 34
1633.5 0.9978298338914968 33
1634.5 1.0430326370608007 33
1635.5 1.0205994827371518 33
1636.5 1.004032792701496 33
1637.5 1.0263502765099233 33
1638.5 1.0015331871827522 32
1639.5 1.0218081006110151 32
1640.5 0.9801153025841973 34
1641.5 0.9979917286649223 35
1642.5 0.9636004429972687 34
1643.5 0.9749870522773731 35
1644.5 0.9747520090828462 34
1645.5 1.0145233617116411 35
1646.5 0.9971825350457765 35
1647.5 0.9596668759001681 35
1648.5 0.9275903769714037 35
1649.5 0.9970621970319994 35
1650.5 0.9722013711953154 36
1651.5 0.9674609178454289 35
1652.5 0.9663543516407914 35
1653.5 0.9573797193010769 35
1654.5 0.9418185622668304 36
1655.5 0.9753265232324975 36
1656.5 0.9854377650781234 36
1657.5 0.9765644872073396 36
1658.5 0.9942822660546199 36
1659.5 1.0302083157247042 36
1660.5 0.9887419718095246 36
1661.5 0.9631936184864273 37
1662.5 0.9635480954548293 37
1663.5 0.9906834883093386 37
1664.5 0.9932638011111561 36
1665.5 0.9644008888439884 37
1666.5 0.9365623717320533 37
1667.5 0.9802453919110284 37
1668.5 0.9352305895509047 37
1669.5 0.9381585682688911 36
1670.5 0.959423128015098 37
1671.5 0.9653274243353152 37
1672.5 0.954487972699275 37
1673.5 0.9390702349190817 37
1674.5 0.9484858111024038 35
1675.5 0.9336792695483743 37
1676.5 0.9224797590948333 37
1677.5 0.9317547103512637 37
1678.5 0.8797176850960837 37
1679.5 0.89842188275781 37
1680.5 0.8855376570113063 37
1681.5 0.8868801103488562 37
1682.5 0.9040695929073117 34
1683.5 0.907408785767646 37
1684.5 0.876969465627113 37
1685.5 0.9049485234328255 37
1686.5 0.9147555955813781 37
1687.5 0.9015728017063988 36
1688.5 0.9220461716626054 36
1689.5 0.9273362766695046 36
1690.5 0.9065451591092614 35
1691.5 0.8922635588393248 35
1692.5 0.8696330381640924 35
1693.5 0.896521589937227 34
1694.5 0.9453133207164949 34
1695.5 0.886423482909857 34
1696.5 0.9074247741446032 35
1697.5 0.8882050407510653 35
1698.5 0.8485034467685575 35
1699.5 0.9047883977630169 34
1700.5 0.91591146123326 34
1701.5 0.9263851971078019 34
1702.5 0.9260029508889115 35
1703.5 0.9415553568311777 35
1704.5 0.9375060671888621 35
1705.5 0.8936894416174999 35
1706.5 0.9483913312954437 35
1707.5 0.9108492349706613 35
1708.5 0.8755886414613541 34
1709.5 0.927747517634822 34
1710.5 0.9327462370090593 34
1711.5 0.9510307014062958 34
1712.5 0.9075789608179178 33
1713.5 0.9197875864048847 34
1714.5 0.9084871486684913 33
1715.5 0.9278572636781355 34
1716.5 0.8826864489389299 34
1717.5 0.9119533200787133 34
1718.5 0.9290864347779302 34
1719.5 0.9207979858402671 33
1720.5 0.8873313779089674 33
1721.5 0.9069010781223079 32
1722.5 0.8947044235655182 32
1723.5 0.9108343655420363 32
1724.5 0.9242085123023284 31
1725.5 0.9122513431423962 30
1726.5 0.941999036825915 27
1727.5 0.8922343442089075 27
1728.5 0.8944616498105187 27
1729.5 0.8942824250058753 27
1730.5 0.8823449212214114 26
1731.5 0.8943535924969754 27
1732.5 0.8950869135932412 27
1733.5 0.8850170297979975 27
1734.5 0.865575846219151 26
1735.5 0.9146278560337009 26
1736.5 0.9081825543001777 27
1737.5 0.9207294389343259 26
1738.5 0.9082500059654917 26
1739.5 0.8728680874540784 24
1740.5 0.8588382143629082 25
1741.5 0.9032239794158688 25
1742.5 0.9205687515923338 24
1743.5 0.8877343929196146 25
1744.5 0.9207352898295533 25
1745.5 0.9095394989501161 24
1746.5 0.9133529696340996 25
1747.5 0.9138688225389223 25
1748.5 0.9046309430080296 24
1749.5 0.9085396746413144 24
1750.5 0.8911588222938294 23
1751.5 0.8698520561276253 23
1752.5 0.889828156004103 23
1753.5 0.8798646560650456 23
1754.5 0.8849089241383243 23
1755.5 0.8722050662724027 23
1756.5 0.8770617956884617 23
1757.5 0.8553280764744895 23
1758.5 0.8892390092597611 22
1759.5 0.8723364508206464 22
1760.5 0.8855938988279952 20
1761.5 0.8391512390902034 20
1762.5 0.8690524133632722 19
1763.5 0.8726737156867597 19
1764.5 0.9001042956048322 17
1765.5 0.8898191311358704 17
1766.5 0.8855949178779741 16
1767.5 0.8839452678376234 14
1768.5 0.9306016182029688 15
1769.5 0.9216055211811276 15
1770.5 0.90139974873873 14
1771.5 0.8858142341285147 14
1772.5 0.8878768602501423 14
1773.5 0.9270040576465377 14
1774.5 0.8686676250763472 12
1775.5 0.8983139526847149 13
1776.5 0.8618247602196998 14
1777.5 0.8552409256487198 13
1778.5 0.8604508566010717 13
1779.5 0.9026549529650778 12
1780.5 0.8642841884588366 10
1781.5 0.9172757104205251 10
1782.5 0.9473880201307356 9
1783.5 0.8640961331188188 9
1784.5 0.8946721346497963 9
1785.5 0.8619912147212592 7
1786.5 0.823006610822549 7
1787.5 0.8681620534076095 7
1788.5 0.8755498996476674 8
1789.5 0.9049038911838249 9
1790.5 0.8922128820219409 9
1791.5 0.8524572097553464 9
1792.5 0.8093877184377318 9
1793.5 0.8708534621550778 9
1794.5 0.8961304714692249 8
1795.5 0.8993515648199446 8
1796.5 0.9065899844768428 8
1797.5 0.8489978083028731 8
1798.5 0.8729380196248451 8
1799.5 0.886537381041424 8
1800.5 0.9612630800290894 7
1801.5 0.8773488057646175 8
1802.5 0.862155260533566 8
1803.5 0.8807786648985678 8
1804.5 0.86232382522372 8
1805.5 0.862183707947298 8
1806.5 0.8651995415528502 8
1807.5 0.8521791302537319 9
1808.5 0.8380800103159369 8
1809.5 0.9015149386213042 10
1810.5 0.8994586382937371 10
1811.5 0.8616623379054269 10
1812.5 0.8801854239909777 10
1813.5 0.8538512614710915 10
1814.5 0.9042604647994288 10
1815.5 0.9251638040440482 10
1816.5 0.8981292733142204 9
1817.5 0.8885875518628231 9
1818.5 0.899260483075755 10
1819.5 0.9082668857281195 10
1820.5 0.9030588144699607 9
1821.5 0.9123479874985352 10
1822.5 0.9148911882357282 9
1823.5 0.8696820056349639 10
1824.5 0.8894586502206965 11
1825.5 0.9177163195961145 11
1826.5 0.8920908296027477 12
1827.5 0.8608336085412407 15
1828.5 0.8899455992560515 15
1829.5 0.8696952217341478 16
1830.5 0.8864495105212198 16
1831.5 0.8783521365822418 16
1832.5 0.8841329678211396 16
1833.5 0.8989120292294649 17
1834.5 0.8379685540061879 17
1835.5 0.8809010580174352 17
1836.5 0.9041800147667304 17
1837.5 0.9277320195885634 17
1838.5 0.905171748785587 16
1839.5 0.8943285564664155 16
1840.5 0.8477021909342863 17
1841.5 0.8956491420127609 19
1842.5 0.9445074343571549 19
1843.5 0.8851017470546241 19
1844.5 0.9207326632776125 18
1845.5 0.9818012524493306 18
1846.5 0.9241430150514761 19
1847.5 0.9802598449621356 19
1848.5 0.9405485114955519 19
1849.5 0.9419342105804765 19
1850.5 0.9740238308574523 19
1851.5 0.9445203150049851 19
1852.5 0.9806573440678924 19
1853.5 0.9022972399373886 19
1854.5 0.9138863514204965 19
1855.5 0.9506911197187891 19
1856.5 0.9512890642327826 19
1857.5 0.9194331397715773 20
1858.5 0.9824158608005207 20
1859.5 0.9281056649083594 20
1860.5 0.9372620206153166 18
1861.5 0.9669617771053828 20
1862.5 0.9891669742945103 20
1863.5 0.989703233233091 21
1864.5 0.9983068624774716 22
1865.5 0.9598525666921093 21
1866.5 1.00287545347135 21
1867.5 0.9295486753973157 21
1868.5 0.942176042422996 23
1869.5 0.9458068167175053 26
1870.5 0.9060912327213149 27
1871.5 0.9301611002224166 26
1872.5 0.8994582086973504 27
1873.5 0.9569983319169065 25
1874.5 0.9729244754488287 26
1875.5 0.9399767195776609 27
1876.5 0.9513125819981381 25
1877.5 0.9446699007280637 27
1878.5 0.995146601168468 27
1879.5 0.9920264589804306 29
1880.5 0.9608146343776556 30
1881.5 0.9977645642618294 30
1882.5 1.0148808013561559 30
1883.5 1.0006362032711178 29
1884.5 1.0146844019988286 31
1885.5 0.9921142926993846 33
1886.5 1.0220665707728354 32
1887.5 1.0326997755881393 33
1888.5 1.0115621325448576 33
1889.5 1.0705738454746783 34
1890.5 1.0787755260998484 36
1891.5 1.1421443271585958 32
1892.5 1.1071227041961245 35
1893.5 1.0558128963233502 35
1894.5 1.0847923058380977 36
1895.5 1.078574984549003 35
1896.5 1.0916318716290392 36
1897.5 1.063708036961555 35
1898.5 1.0500259289697742 35
1899.5 1.0836897465296564 36
1900.5 1.0345938411025826 37
1901.5 1.0756972831311329 37
1902.5 1.0612741328789497 38
1903.5 1.081306318274574 38
1904.5 1.118478529512155 38
1905.5 1.0821802114139398 38
1906.5 1.1572989888980243 37
1907.5 1.1059153740488878 36
1908.5 1.0396258900209305 37
1909.5 1.1281688736088307 37
1910.5 1.0723155734053278 37
1911.5 1.0677701954533219 38
1912.5 1.1564705862226783 38
1913.5 1.1253039260485842 38
1914.5 1.0561165296595707 37
1915.5 1.0377133469865334 38
1916.5 1.0363938096779381 37
1917.5 0.9819872757210415 38
1918.5 0.9631486608751824 38
1919.5 0.949421944147373 38
1920.5 0.9369813248803718 38
1921.5 0.9344150472445887 36
1922.5 0.9175043232621313 37
1923.5 0.9176980343435325 37
1924.5 0.9079436433203432 38
1925.5 0.9443457722778495 37
1926.5 0.9452515187288149 37
1927.5 0.8755243343211272 36
1928.5 0.8642037748240069 37
1929.5 0.8562687067314372 36
1930.5 0.8500505246082789 37
1931.5 0.8644378155721019 36
1932.5 0.855431349381196 38
1933.5 0.8203142065560975 38
1934.5 0.8396538584962295 37
1935.5 0.8484925696277593 37
1936.5 0.8490596476537055 37
1937.5 0.8445532566176562 36
1938.5 0.8156420543841625 36
1939.5 0.8243501156831763 36
1940.5 0.8150374810964159 38
1941.5 0.8073852947819374 38
1942.5 0.7893468206778196 38
1943.5 0.834936374794068 37
1944.5 0.8058872605475194 37
1945.5 0.8038256755814714 37
1946.5 0.7861308589172727 37
1947.5 0.7851576484511856 38
1948.5 0.8035166641437143 38
1949.5 0.8269059096589348 38
1950.5 0.7889462847307094 36
1951.5 0.7877467357687039 37
1952.5 0.7723782363662216 35
1953.5 0.7874582430213113 38
1954.5 0.7797917718757188 37
1955.5 0.7715495799518337 36
1956.5 0.7639081453429447 37
1957.5 0.765413400786078 38
1958.5 0.7689552749641685 38
1959.5 0.7716779753622622 37
1960.5 0.7746206808651659 37
1961.5 0.7311864646607151 36
1962.5 0.7223487109287887 34
1963.5 0.7350141395553307 37
1964.5 0.7250298923474702 38
1965.5 0.744592201147075 37
1966.5 0.7332735085139577 35
1967.5 0.7566658919501094 35
1968.5 0.711022903131532 34
1969.5 0.7236001292699773 36
1970.5 0.7347023260302529 36
1971.5 0.7510966218852322 38
1972.5 0.7133349501077537 36
1973.5 0.7209441872375062 35
1974.5 0.7210202966698472 37
1975.5 0.7385161489979402 36
1976.5 0.7118081981582538 38
1977.5 0.7305232443413325 38
1978.5 0.7382105900056807 37
1979.5 0.7615407537433847 36
1980.5 0.7231244111280536 36
1981.5 0.7562809124962859 34
1982.5 0.7422868074636177 38
1983.5 0.763932152566129 38
1984.5 0.8049900040353271 37
1985.5 0.7472550807574783 37
1986.5 0.7408565508771907 37
1987.5 0.7829805768509703 38
1988.5 0.761474605360356 38
1989.5 0.7468115636645487 37
1990.5 0.726621100211955 36
1991.5 0.7191872630205927 36
1992.5 0.7426679627963901 36
1993.5 0.7532736730527462 36
1994.5 0.7164207672532265 37
1995.5 0.7310724002202047 38
1996.5 0.7008743286003047 38
1997.5 0.7323038741304544 36
1998.5 0.7780668783810402 37
1999.5 0.7581790923938712 38
2000.5 0.754925709599743 38
2001.5 0.7091132150829049 36
2002.5 0.7114947111162973 35
2003.5 0.7543851827902386 38
2004.5 0.7500506436384401 37
2005.5 0.7375339737882955 38
2006.5 0.723186057905533 37
2007.5 0.7294316484334502 36
2008.5 0.7419603845477343 38
2009.5 0.7518292100473358 37
2010.5 0.7078107435899057 37
2011.5 0.7676456606844775 38
2012.5 0.7347539892845246 38
2013.5 0.7450211616436317 38
2014.5 0.717660105509956 35
2015.5 0.7176617715935856 38
2016.5 0.68685202650149 35
2017.5 0.6973599939292545 38
2018.5 0.7069152740639233 38
2019.5 0.7033141768645066 37
2020.5 0.7007957139480487 37
2021.5 0.7456548661968666 37
2022.5 0.7002832759512322 38
